gen	female	male	gen_type	cultivar_name	maturity	city	state	trial	block	yield
CHK06	NA	NA	check	SYX 284 VIP3	110	Chapadão do Sul	MS	TRL_CPS_2025	B2	6893.1
CHK06	NA	NA	check	SYX 284 VIP3	110	Chapadão do Sul	MS	TRL_CPS_2025	B3	7353.3
CHK06	NA	NA	check	SYX 284 VIP3	110	Rio Verde	GO	TRL_RVD_2025	B1	6749
CHK06	NA	NA	check	SYX 284 VIP3	110	Rio Verde	GO	TRL_RVD_2025	B2	7306.8
CHK06	NA	NA	check	SYX 284 VIP3	110	Rio Verde	GO	TRL_RVD_2025	B3	7069.7
CHK06	NA	NA	check	SYX 284 VIP3	110	Jataí	GO	TRL_JAT_2025	B1	5495.2
CHK06	NA	NA	check	SYX 284 VIP3	110	Jataí	GO	TRL_JAT_2025	B2	6160.4
CHK06	NA	NA	check	SYX 284 VIP3	110	Jataí	GO	TRL_JAT_2025	B3	7173.7
CHK06	NA	NA	check	SYX 284 VIP3	110	Sorriso	MT	TRL_SOR_2025	B1	5883
CHK06	NA	NA	check	SYX 284 VIP3	110	Sorriso	MT	TRL_SOR_2025	B2	7407
CHK06	NA	NA	check	SYX 284 VIP3	110	Sorriso	MT	TRL_SOR_2025	B3	7637.7
CHK06	NA	NA	check	SYX 284 VIP3	110	Sinop	MT	TRL_SIN_2025	B1	5754.6
CHK06	NA	NA	check	SYX 284 VIP3	110	Sinop	MT	TRL_SIN_2025	B2	6166.9
CHK06	NA	NA	check	SYX 284 VIP3	110	Sinop	MT	TRL_SIN_2025	B3	6009.1
CHK06	NA	NA	check	SYX 284 VIP3	110	Dourados	MS	TRL_DOU_2025	B1	4237.7
CHK06	NA	NA	check	SYX 284 VIP3	110	Dourados	MS	TRL_DOU_2025	B2	5869
CHK06	NA	NA	check	SYX 284 VIP3	110	Dourados	MS	TRL_DOU_2025	B3	5023.1
CHK07	NA	NA	check	PIX 753 PRO4	113	Chapadão do Sul	MS	TRL_CPS_2025	B1	7348
CHK07	NA	NA	check	PIX 753 PRO4	113	Chapadão do Sul	MS	TRL_CPS_2025	B2	7115.5
CHK07	NA	NA	check	PIX 753 PRO4	113	Chapadão do Sul	MS	TRL_CPS_2025	B3	7096.3
CHK07	NA	NA	check	PIX 753 PRO4	113	Rio Verde	GO	TRL_RVD_2025	B1	7010.3
CHK07	NA	NA	check	PIX 753 PRO4	113	Rio Verde	GO	TRL_RVD_2025	B2	7577.4
CHK07	NA	NA	check	PIX 753 PRO4	113	Rio Verde	GO	TRL_RVD_2025	B3	6477.2
CHK07	NA	NA	check	PIX 753 PRO4	113	Jataí	GO	TRL_JAT_2025	B1	7347.4
CHK07	NA	NA	check	PIX 753 PRO4	113	Jataí	GO	TRL_JAT_2025	B2	7135.5
CHK07	NA	NA	check	PIX 753 PRO4	113	Jataí	GO	TRL_JAT_2025	B3	6253.9
CHK07	NA	NA	check	PIX 753 PRO4	113	Sorriso	MT	TRL_SOR_2025	B1	5484.4
CHK07	NA	NA	check	PIX 753 PRO4	113	Sorriso	MT	TRL_SOR_2025	B2	4956.1
CHK07	NA	NA	check	PIX 753 PRO4	113	Sorriso	MT	TRL_SOR_2025	B3	7140.2
CHK07	NA	NA	check	PIX 753 PRO4	113	Sinop	MT	TRL_SIN_2025	B1	6108.5
CHK07	NA	NA	check	PIX 753 PRO4	113	Sinop	MT	TRL_SIN_2025	B2	5807.7
CHK07	NA	NA	check	PIX 753 PRO4	113	Sinop	MT	TRL_SIN_2025	B3	5254.5
CHK07	NA	NA	check	PIX 753 PRO4	113	Dourados	MS	TRL_DOU_2025	B1	5088.6
CHK07	NA	NA	check	PIX 753 PRO4	113	Dourados	MS	TRL_DOU_2025	B2	5013.7
CHK07	NA	NA	check	PIX 753 PRO4	113	Dourados	MS	TRL_DOU_2025	B3	4882.4
CHK08	NA	NA	check	CRX 128 VIP3	116	Chapadão do Sul	MS	TRL_CPS_2025	B1	6939.5
CHK08	NA	NA	check	CRX 128 VIP3	116	Chapadão do Sul	MS	TRL_CPS_2025	B2	6960.8
CHK08	NA	NA	check	CRX 128 VIP3	116	Chapadão do Sul	MS	TRL_CPS_2025	B3	7364.2
CHK08	NA	NA	check	CRX 128 VIP3	116	Rio Verde	GO	TRL_RVD_2025	B1	6791.5
CHK08	NA	NA	check	CRX 128 VIP3	116	Rio Verde	GO	TRL_RVD_2025	B2	7054.5
CHK08	NA	NA	check	CRX 128 VIP3	116	Rio Verde	GO	TRL_RVD_2025	B3	6325.9
CHK08	NA	NA	check	CRX 128 VIP3	116	Jataí	GO	TRL_JAT_2025	B1	6904
CHK08	NA	NA	check	CRX 128 VIP3	116	Jataí	GO	TRL_JAT_2025	B2	7056.8
CHK08	NA	NA	check	CRX 128 VIP3	116	Jataí	GO	TRL_JAT_2025	B3	7712.8
CHK08	NA	NA	check	CRX 128 VIP3	116	Sorriso	MT	TRL_SOR_2025	B1	6425.7
CHK08	NA	NA	check	CRX 128 VIP3	116	Sorriso	MT	TRL_SOR_2025	B2	6808.2
CHK08	NA	NA	check	CRX 128 VIP3	116	Sorriso	MT	TRL_SOR_2025	B3	7275.7
CHK08	NA	NA	check	CRX 128 VIP3	116	Sinop	MT	TRL_SIN_2025	B1	6527.2
CHK08	NA	NA	check	CRX 128 VIP3	116	Sinop	MT	TRL_SIN_2025	B2	6645.6
CHK08	NA	NA	check	CRX 128 VIP3	116	Sinop	MT	TRL_SIN_2025	B3	5392.7
CHK08	NA	NA	check	CRX 128 VIP3	116	Dourados	MS	TRL_DOU_2025	B1	4434.6
CHK08	NA	NA	check	CRX 128 VIP3	116	Dourados	MS	TRL_DOU_2025	B2	4873
CHK08	NA	NA	check	CRX 128 VIP3	116	Dourados	MS	TRL_DOU_2025	B3	4388.8
